scorer,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90
bodyparts,point_1,point_1,point_1,point_2,point_2,point_2,point_3,point_3,point_3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
6620,773.4574,549.30743,1.0,802.5851,534.9359,0.9206257,717.60785,497.1212,0.82842827
6621,775.65796,549.6183,0.95478296,804.7917,537.0919,0.9112567,720.80206,496.4721,0.7802132
6622,778.4677,549.8882,0.9713957,808.5934,538.46216,0.88021517,724.98846,496.84933,0.79747784
6623,781.56964,550.63196,0.9696811,811.2668,540.01654,0.969602,728.36816,495.78406,0.8009362
6624,783.9869,551.70886,0.9085954,813.58795,541.154,0.9639692,731.9797,496.10492,0.7973156
6625,785.54675,552.62006,0.9476078,816.5713,542.2222,0.9244868,736.6864,494.89468,0.8999139
6626,785.70294,554.0764,0.96211004,816.7166,543.499,0.9223468,738.46356,494.6095,0.88772964
6627,785.22986,554.61,0.97514194,816.9705,545.26807,0.97010636,740.1396,494.55035,0.8906468
6628,786.04224,556.5913,0.95505303,817.5982,547.1495,0.9687125,743.00824,493.83063,0.902146
6629,785.9304,557.8365,0.9335205,817.8694,548.6555,0.94027835,744.7765,494.88058,0.7777163
6630,786.6752,560.04834,0.9472751,818.2895,550.3036,0.9231779,747.7691,493.67703,0.8285738
6631,787.09204,560.97375,0.97935396,818.017,550.6675,0.9242965,749.73987,490.5317,0.9000384
6632,787.14905,561.77435,0.9857709,818.5159,552.8783,0.8884235,753.56494,488.82172,0.7775912
6633,787.0096,562.3614,1.0,818.8425,554.10046,0.89514595,758.5109,483.38528,0.79523605
6634,787.0883,562.8529,1.0,818.7919,554.8511,0.92096597,767.839,479.64212,0.83493483
6635,786.9337,562.49097,0.9792492,818.4322,554.26825,0.9047541,778.541,474.4177,0.9284362
6636,786.6915,562.24365,0.9677889,818.28265,553.4982,0.88691777,784.8359,472.61777,0.7432961
6637,786.5767,560.7146,0.9688924,818.10455,553.18335,0.898966,794.1226,471.9967,0.7046184
6638,786.87067,562.2404,1.0,817.0169,551.82886,0.9053097,801.2318,471.67587,0.6508193
6639,783.12384,558.92554,0.92499465,813.69543,549.9369,0.9907077,805.3249,470.28622,0.806234
6640,780.0925,556.6172,0.8899983,809.86646,548.83923,1.0,806.0514,468.26816,0.7545719
6641,775.7301,552.8886,0.85299355,806.46027,546.2531,0.9929763,804.10394,466.53488,0.80281955
6642,772.28174,550.5791,0.98430604,803.14136,542.84955,0.99063,801.1789,465.04868,0.7606491
6643,769.69305,549.14374,0.9657943,800.6139,541.935,0.9587376,796.8363,462.16418,0.836649
6644,769.15015,548.27985,0.9454674,800.3545,542.0466,0.9405286,794.4074,461.13962,0.8418005
6645,769.19025,548.4352,0.89871186,800.3188,542.6942,0.93721956,792.22656,459.3133,0.75772023
6646,770.0852,549.3649,0.97067326,800.2352,542.48474,0.9437698,788.0422,457.72488,0.5935467
6647,769.2799,550.1841,0.9612316,799.74316,543.60956,0.9556789,779.8939,456.56784,0.7335564
6648,770.0493,549.31793,1.0,800.1606,544.6854,1.0,772.26385,456.5241,0.69820297
6649,770.2842,550.17834,1.0,800.0789,545.28906,1.0,766.87,457.415,0.73914486
6650,769.81244,550.3831,0.9875745,800.092,546.0051,1.0,764.47723,457.65768,0.83208585
6651,770.0646,550.48724,1.0,800.40137,547.6232,0.9820675,761.2015,462.68787,0.8552546
6652,769.9472,551.188,0.97311574,800.3887,549.36053,0.95408696,759.84766,465.63885,0.78441566
6653,769.89484,551.45953,0.95677876,800.63226,550.347,0.9546358,758.3082,467.43457,0.8898549
6654,770.1649,551.68665,0.9553664,801.16315,551.4911,0.9151432,756.6516,470.21423,0.827085
6655,768.80786,553.2844,0.9295298,800.96655,552.8752,0.8858362,754.6236,472.8305,0.7415496
6656,768.2104,554.9556,0.9566458,800.59357,554.3416,0.92304736,758.32733,471.84924,0.8466095
6657,768.4161,555.76434,0.94695455,800.4989,556.79095,0.9266354,760.70435,473.15207,0.88137925
6658,767.5858,557.4421,0.8897819,800.10065,559.15735,0.91026765,762.97473,474.48886,0.9722636
6659,768.0005,559.10364,0.9102178,798.9542,561.73987,0.9323752,763.954,476.47885,0.95608354
6660,768.3488,561.057,0.9774664,799.1692,562.79865,0.94220704,765.56683,478.2098,0.9113733
6661,767.848,562.89746,0.9718532,798.59717,565.0004,0.9530216,766.3995,480.8256,0.91900957
6662,767.8614,564.5611,0.97537273,798.45514,565.89417,0.94190925,767.7193,482.32178,0.8759892
6663,768.07697,565.6212,0.96064925,798.5103,567.1549,0.90032107,768.91705,484.44156,0.86925244
6664,765.66693,566.2157,0.9724862,796.9957,567.96423,0.9383366,769.2343,484.80347,0.8753169
6665,764.7001,566.1879,0.9916782,794.96515,568.23267,0.91320336,768.07404,484.47385,0.8241876
6666,762.5035,566.02356,0.9919073,793.20966,567.88586,0.88519555,769.0531,483.54742,0.8364663
6667,761.53656,565.54486,0.9790109,791.2033,567.8528,0.87988293,771.60724,482.5332,0.8428306
6668,761.13556,565.64923,0.95872515,790.92804,568.3787,0.8632434,773.3096,482.62915,0.8958039
6669,760.28125,565.86365,0.94428235,790.66034,568.2866,0.8792702,774.5305,482.40817,0.89590347
6670,759.63074,566.1426,0.9674239,790.41266,568.6695,0.89251137,774.72156,483.27682,0.8619847
6671,758.1342,567.3247,0.9708478,789.98267,569.0449,0.9323439,775.344,484.2254,0.8083228
6672,756.46893,568.83136,0.9791128,789.90796,569.422,0.97534245,775.0091,484.8698,0.7984314
6673,755.68866,569.0471,0.96506715,789.34393,568.97485,1.0,775.4168,485.20035,0.78709316
6674,755.4488,569.5813,0.99081266,788.2149,569.43036,1.0,773.8111,485.01355,0.8334887
6675,754.42004,570.18304,0.9883611,786.94836,569.5958,1.0,772.39246,485.54962,0.8329177
6676,753.6157,570.1843,0.9900783,785.83716,569.66516,0.9751136,771.0862,486.30103,0.81219625
6677,752.97485,570.2695,0.98213434,784.97766,569.2268,0.93984395,767.68475,486.6845,0.78064644
6678,752.3855,571.17365,0.9821252,784.42786,571.53375,0.9586735,762.64764,486.42026,0.8528473
6679,752.05695,571.87964,0.97890717,782.70135,572.0315,0.97289866,759.1152,487.59067,0.8742388
6680,751.72833,572.4271,0.9806963,782.36896,572.4945,1.0,756.57166,488.69745,0.8522706
6681,751.0477,572.69934,0.9355156,782.0158,573.1411,1.0,753.34155,490.5395,0.92178756
6682,750.58215,573.12445,0.9412543,781.6242,573.3044,0.9941077,744.711,492.93494,0.9860449
6683,750.5256,573.7817,0.92552173,781.0671,574.5816,0.9729325,741.3487,495.42114,0.8934569
6684,749.6396,575.2633,0.9351725,780.0867,575.5091,0.9684795,741.1002,495.89044,0.8770789
6685,749.0002,575.952,0.9677368,779.431,575.8442,0.97650766,740.1882,497.01242,0.8792243
6686,748.1981,576.7823,0.9899008,779.18866,575.5694,0.9732702,740.06744,495.96982,0.8969468
6687,747.4836,577.27686,0.98800296,778.6259,574.4502,0.9700562,742.4227,494.21136,0.92935216
6688,746.1137,576.8444,0.95741457,778.2639,571.0649,0.9696673,745.8279,490.45425,0.97940385
6689,744.1242,576.9225,0.8861937,776.79596,570.5549,0.88061184,747.6545,486.9171,0.8318677
6690,743.35876,576.64734,0.8970005,774.9769,570.1035,0.8588748,749.4482,484.41608,0.924754
6691,742.6501,576.39655,0.8292786,774.56714,567.917,0.83993036,754.2666,479.617,0.8844027
6692,742.0727,576.1939,0.8192784,773.9824,567.4006,0.86753505,757.9731,477.6489,0.85703015
6693,742.2749,574.8704,0.8656046,773.2811,567.5905,0.8626578,759.09094,476.47333,0.873738
6694,741.7844,574.93616,0.8360209,773.0251,567.02985,0.87266105,759.2918,476.78592,0.88561416
6695,741.2709,574.672,0.8834432,772.56055,567.5097,0.8571586,759.42883,477.32306,0.872661
6696,740.85284,574.9552,0.8883993,771.73804,567.5324,0.87734354,759.6007,478.36328,0.85341215
6697,740.4151,574.5602,0.8738521,771.94653,567.08734,0.8754477,758.9669,479.05237,0.8470353
6698,740.309,574.0571,0.97774106,771.4194,567.0815,0.9184161,756.4319,479.12442,0.8910793
6699,740.1416,573.8052,0.9781951,771.0026,566.548,0.9308649,753.07074,478.70673,0.9559133
6700,740.1015,572.45,0.9791455,770.6426,565.36694,0.9322799,747.16327,478.46265,0.9852958
6701,739.70636,572.0975,0.9858871,770.5205,563.95264,0.9718611,746.00775,478.7901,0.9629908
6702,739.5778,572.4839,0.9906612,770.11707,563.2226,1.0,745.91864,478.9627,0.93834317
6703,739.46906,571.915,1.0,769.8802,563.06354,0.9880106,748.2782,480.24664,0.94774014
6704,739.4151,572.18884,1.0,769.71075,562.97687,0.9793225,751.4198,479.04773,0.94179535
6705,739.6779,571.7625,0.9919507,769.5812,562.07513,0.98066556,752.66644,478.41922,0.9593382
6706,739.8715,571.265,0.97721696,769.76166,561.43146,0.9785765,752.6817,477.162,0.93453795
6707,739.74493,571.18695,0.99287885,769.82556,560.4774,0.98170507,751.567,476.90723,0.94614875
6708,740.4119,569.67377,0.9421553,770.41064,559.69714,0.9550832,748.014,477.63336,1.0
6709,740.83997,567.79755,0.9229092,771.1789,559.49426,0.92340237,745.1162,477.78958,0.98269725
6710,741.2185,566.70886,0.9638321,771.8868,558.7676,0.9260475,740.6446,478.9673,0.96226394
6711,741.6737,566.80115,0.9653198,771.86835,558.026,0.96211773,734.65186,480.64496,0.9301619
6712,741.3872,565.3516,0.9774936,771.6526,556.8816,0.95046383,729.96277,482.27032,0.9921196
6713,741.6809,564.2793,0.9631052,771.71564,555.78564,0.9344707,725.5751,483.281,0.9318486
6714,741.77924,563.26337,0.93676394,772.14935,553.7615,0.9185073,722.4901,484.53864,0.9044183
6715,742.18475,562.6172,0.8855345,771.91595,551.7,0.92425627,719.3115,486.0222,0.9027605
6716,742.51337,562.42645,0.8900128,772.077,550.8982,0.95440394,716.90027,487.31116,0.9049164
6717,742.60205,561.50726,0.8874566,772.2119,550.5871,0.98933715,715.7264,489.35992,0.9271679
6718,742.6229,562.15076,0.9391279,772.3976,551.3099,0.9750399,714.85803,490.86838,1.0
6719,742.8071,562.1095,0.91818374,772.9185,551.933,0.9360891,713.05664,492.92142,1.0
6720,743.4488,562.02826,0.9432101,773.392,553.2694,0.92739373,711.9953,495.6985,0.9107599
6721,744.26624,562.9973,0.97465044,773.43616,554.05365,0.9430241,710.5413,498.8056,0.91278845
6722,743.4345,563.2859,0.9885065,773.29095,555.29016,0.9645793,708.7654,500.08527,0.91221964
6723,743.4506,563.62396,0.98452735,772.9942,556.2939,0.96826965,708.3855,500.46143,0.90439606
6724,743.2387,563.8209,1.0,772.94226,557.2372,0.94795805,708.29333,501.76035,0.89876765
6725,744.7483,564.31055,1.0,772.92505,558.6703,0.93462974,708.18744,502.08652,0.9008585
6726,744.8028,565.01556,0.9832898,773.1587,559.1092,0.9251397,707.5908,502.04504,0.87549907
6727,745.2008,565.7104,0.9829814,773.1086,560.0908,0.90717787,707.00323,502.81253,0.89287156
6728,745.2984,565.9965,0.9732433,773.1394,559.4787,0.89532155,705.7479,502.87708,0.87745667
6729,745.55676,566.01575,0.9908204,773.0172,559.2216,0.9084443,704.8951,503.4734,0.84404236
6730,745.80005,566.62,0.95083374,773.0967,558.67535,0.9183381,704.45325,504.30304,0.83280706
6731,746.15814,566.4093,0.96471506,773.1659,558.4025,0.93033546,704.24664,504.81656,0.796434
6732,747.17834,566.6636,0.95361024,773.86914,558.5309,0.93530864,704.8432,505.08008,0.7617116
6733,747.5988,566.548,0.9801412,774.67316,557.879,0.94176656,703.44135,506.47308,0.80671716
6734,747.8498,566.9328,0.97350955,775.0896,557.5934,0.93227357,701.4988,509.01923,0.91138256
6735,748.6215,566.905,0.95650214,776.4553,556.76935,0.9224383,699.16486,514.0031,0.91738904
6736,748.85657,566.5763,0.9880281,776.4831,553.69006,0.9458242,694.72656,520.21124,0.7505715
6737,748.08386,565.9048,1.0,774.98175,549.64813,1.0,689.8958,532.19385,0.56056815
6738,749.01605,565.48486,1.0,773.38574,546.7681,1.0,686.3698,543.8083,0.8237086
6739,749.50323,564.7862,1.0,771.3964,542.1075,1.0,685.58685,554.341,0.82189643
6740,749.3846,564.14996,0.98609954,770.5271,539.7949,1.0,686.4081,563.1902,0.8273361
6741,749.88904,563.52856,0.9615786,769.4017,537.985,0.9844905,687.4581,567.3858,0.73498785
6742,749.96643,563.4489,0.9835858,768.3045,537.37036,0.97131556,687.9091,571.7172,0.77793235
6743,751.4571,562.50183,0.9551578,766.9528,536.47125,0.9694219,688.6416,574.50134,0.7998251
6744,749.9745,562.39703,0.98136634,765.6812,534.716,1.0,687.1931,577.36554,0.7820853
6745,750.2933,562.00195,1.0,764.8806,533.1548,1.0,686.8817,578.5682,0.8249402
6746,750.1906,561.45734,1.0,763.73596,532.3953,1.0,686.5381,579.21735,0.84249985
6747,749.89954,560.82104,1.0,763.50006,531.4838,1.0,687.1713,579.2104,0.8233598
6748,750.31,560.22815,1.0,763.44995,531.0336,1.0,687.79425,579.27936,0.7887449
6749,750.39307,559.81824,1.0,762.2412,530.1162,1.0,689.1904,579.3766,0.77970004
6750,750.65765,558.44366,1.0,760.4214,527.81256,0.9794149,690.5621,579.9963,0.7308398
6751,751.4983,557.21564,1.0,759.66925,526.65826,0.9479317,691.77527,579.91113,0.7723504
6752,751.1226,556.37274,1.0,759.7403,525.1779,0.9810432,692.5173,580.00256,0.73289144
6753,750.8976,555.59174,1.0,759.90076,523.2616,1.0,693.5241,580.46606,0.76693
6754,750.5921,554.3093,1.0,759.34485,520.6883,0.99045706,694.5257,580.78705,0.73585904
6755,751.75037,551.26385,1.0,757.65515,519.3308,0.98338956,695.69763,580.62427,0.5485613
6756,751.93677,550.39856,1.0,756.3482,517.6679,1.0,697.6887,581.7524,0.5827819
6757,751.75,549.0226,0.9973088,755.45,516.73975,1.0,698.62976,582.21313,0.6154583
6758,751.41705,547.8873,0.9849027,754.83417,516.1929,1.0,699.3074,581.93066,0.60011476
6759,750.0439,547.559,0.9829792,754.4322,515.55634,0.9997737,698.762,582.9127,0.5924022
6760,749.10425,546.66956,0.98465997,753.8197,515.0162,0.99946076,697.2229,584.0245,0.59082174
6761,748.526,545.7816,1.0,753.21686,514.4216,1.0,695.7908,586.4649,0.6194997
6762,748.24896,545.148,1.0,752.2936,513.62836,1.0,694.2444,586.36285,0.6167979
6763,747.79553,544.2936,1.0,751.7961,512.6003,1.0,692.6562,585.85443,0.60689616
6764,746.50745,542.8857,0.9869413,751.2923,512.1176,0.9734041,691.9884,586.1857,0.5405853
6765,745.37634,542.0009,0.9568457,750.1657,511.25143,0.92933357,690.8303,586.8778,0.5111325
6766,744.2911,541.2702,0.95991164,747.7924,511.66547,0.93393236,691.38153,588.12103,0.46627375
6767,743.85486,541.1508,0.988743,744.8263,511.96478,0.9219299,692.21893,588.50433,0.49648473
6768,743.1148,540.73096,1.0,743.0017,511.95544,0.95838094,692.6185,588.9937,0.50824225
6769,742.3758,540.06165,1.0,742.4208,512.02594,0.9612092,24.9513,889.15533,0.4445739
6770,741.59766,539.122,1.0,741.0908,512.06683,0.95868653,243.45367,183.74237,0.31432477
6771,740.5748,537.59216,1.0,739.852,512.1353,0.95461774,243.88443,183.42662,0.38181284
6772,739.95514,536.7424,1.0,738.99243,511.31244,0.90920395,243.96956,183.36397,0.35585815
6773,739.6126,536.36096,1.0,738.80914,509.5361,0.89432704,243.96431,182.20639,0.30776754
6774,739.48486,535.94385,1.0,738.98517,508.85025,0.8952078,244.14366,182.2563,0.29651156
6775,739.5182,535.38684,0.99056077,738.2509,508.45828,0.8965792,244.41873,181.90195,0.29626864
6776,740.25433,535.05133,0.96558654,737.6179,507.30908,0.89211303,19.802,891.2825,0.49180046
6777,740.4996,534.8516,0.9621833,737.4936,506.46777,0.8746502,19.40348,891.67957,0.38822383
6778,740.74976,534.39154,0.97648805,736.7466,505.83792,0.85403764,19.265184,890.6885,0.20153205
6779,740.7495,534.14185,0.97602576,736.89764,504.0603,0.84331673,247.4715,179.95619,0.16427033
6780,740.6767,534.52374,0.97291666,736.65497,504.0,0.8324676,699.21313,591.0604,0.094511196
6781,740.73474,534.7527,0.9631861,735.78973,504.532,0.7587108,20.59529,889.69867,0.104934245
6782,740.63873,535.0604,0.91578716,734.8373,505.31464,0.72082657,698.7401,596.5503,0.078857526
6783,740.36066,535.2373,0.89504296,733.7226,506.05423,0.6942909,251.02307,180.26666,0.07229151
6784,740.4882,535.0923,0.8833457,733.3392,506.19507,0.705701,251.60196,180.015,0.10175347
6785,740.65436,535.0754,0.88247454,733.16736,506.73062,0.7699152,251.71504,180.2116,0.1050787
6786,740.7028,534.82025,0.8870912,732.6301,506.82968,0.78266674,696.8336,603.1805,0.10720347
6787,740.9571,534.7515,0.9057995,731.991,506.81903,0.78600556,697.74713,603.33514,0.2179233
6788,741.0102,534.60187,0.91608876,731.71985,507.0767,0.79768485,698.9499,603.00006,0.22285178
6789,741.04254,534.8507,0.9156688,731.26117,506.92734,0.77707136,699.7071,602.7889,0.25884423
6790,740.8439,533.71796,0.90817374,730.65497,507.47647,0.7770325,701.0071,603.2228,0.28357592
6791,741.04114,533.85706,0.9154551,728.3498,508.79138,0.7877613,702.13873,602.796,0.29561052
6792,741.1427,533.62775,0.9261417,727.7181,509.54047,0.8324903,703.63666,602.46814,0.34665772
6793,741.00775,533.4619,0.9309626,727.5648,509.7262,0.8502425,704.84863,602.57886,0.3336465
6794,740.7933,533.6525,0.9198818,727.2671,509.84607,0.83057445,705.92,603.2617,0.29254326
6795,740.81714,533.9644,0.9236824,726.99054,510.30945,0.8474129,707.04553,603.83167,0.22470064
6796,740.5853,533.624,0.9233691,726.65826,510.81473,0.87399465,708.30347,605.4415,0.31104735
6797,740.77356,534.1327,0.92748994,725.8723,510.61246,0.8464338,708.86884,606.0425,0.36199316
6798,740.51013,534.15106,0.940479,725.2653,510.42575,0.8546374,708.83417,606.51337,0.39616033
6799,740.51965,534.4345,0.93869275,724.3517,510.6793,0.8465005,709.3424,607.0522,0.3341193
6800,740.0971,534.3072,0.9529954,723.9585,510.7683,0.84808177,710.0215,607.2847,0.3843322
6801,739.4013,534.8,0.94155097,722.9664,511.56808,0.8702527,710.6157,607.4539,0.3876155
6802,738.8774,534.7935,0.93254924,722.13367,512.3827,0.8964432,708.91656,608.7129,0.330996
6803,736.8349,534.6009,0.92415196,721.0455,512.70593,0.88981503,706.95465,609.6543,0.22334287
6804,736.85645,534.2737,0.92069286,720.85675,513.23773,0.8745716,178.65817,224.46764,0.08098028
6805,736.50793,534.9482,0.9341121,720.2908,513.49866,0.88307625,178.24219,225.34122,0.09357205
6806,734.5979,535.1383,0.9230883,720.2136,514.20074,0.8929516,178.47661,225.26433,0.09072596
6807,733.7469,535.18787,0.9511078,719.91425,514.4682,0.90437347,694.706,611.72424,0.08863804
6808,732.6646,534.64294,0.9688899,719.58453,515.0509,0.8881571,694.2017,611.6913,0.09684961
6809,732.519,534.9528,1.0,718.83136,515.11145,0.87290734,693.64374,613.592,0.049549647
6810,732.9338,535.68134,1.0,716.2439,514.9769,0.83419365,694.0786,615.0122,0.047197744
6811,732.96716,535.8351,1.0,715.2995,515.95044,0.8378702,73.09077,962.9243,0.097110584
6812,731.48694,535.2779,1.0,714.03485,516.12146,0.83898216,178.74683,223.44954,0.06406926
6813,729.97253,534.8647,0.9827272,712.9112,516.03424,0.84851134,178.42662,224.70306,0.08292842
6814,728.8499,534.5958,0.9276065,712.14215,515.911,0.864453,74.24865,960.8366,0.13930751
6815,728.73975,535.13617,0.9040654,711.6782,515.7217,0.8925069,73.781784,962.0168,0.16192187
6816,727.77954,535.01013,0.88704395,711.5542,516.2316,0.90099555,178.81563,224.94696,0.050082814
6817,726.782,535.9156,0.879167,710.5561,516.8871,0.95518833,24.898243,909.9344,0.114858136
6818,725.77795,535.1874,0.8984842,710.0515,516.79114,0.9852011,22.946716,909.6584,0.045280293
6819,724.82025,536.9196,0.9452663,708.9161,517.2414,0.9944587,708.576,517.64795,0.052530814
6820,724.19617,537.4675,0.8709082,707.8497,517.58124,0.9644854,707.5902,518.0028,0.04551579
6821,723.78174,538.3483,0.92897147,706.8824,517.853,0.96232784,697.2317,517.3882,0.04441612
6822,723.2017,538.60266,0.95995027,706.238,518.58374,0.94855905,697.8402,518.06287,0.051178213
6823,723.1962,539.46655,0.9669878,706.0763,518.98376,0.9501192,70.95593,960.28827,0.051009286
6824,723.53064,540.29193,0.94018716,705.5656,519.3512,0.9325156,72.912125,962.31177,0.09118968
6825,722.8271,540.354,0.94964087,705.13934,519.51215,0.91298443,23.44012,909.4424,0.044244733
6826,722.275,540.75775,0.95613295,704.96484,519.4382,0.92241156,73.26559,962.51086,0.100513026
6827,721.6219,540.7397,0.9710993,704.85455,519.98444,0.9094167,71.77148,960.6227,0.05354482
6828,721.9121,541.0558,0.9680945,704.9897,519.77966,0.8991484,38.808887,942.681,0.034262236
6829,721.9476,540.8175,1.0,704.51385,520.098,0.8954362,72.14722,959.7297,0.11923981
6830,722.6487,540.8551,1.0,704.2096,520.24286,0.8525347,71.128746,958.8476,0.12395637
6831,722.6209,539.9327,1.0,704.9941,519.8434,0.9101476,70.98561,958.9935,0.09023214
6832,723.079,540.3117,0.9869013,704.6153,519.0561,0.8847591,76.75172,962.01855,0.36489758
6833,723.9435,540.64746,0.9812931,705.37274,518.8549,0.92110896,32.58143,908.8217,0.15839978
6834,724.29443,540.0105,0.9648826,705.96063,518.8406,0.8882248,77.80522,961.8704,0.15200464
6835,725.1497,539.5845,0.94940037,707.1587,518.8854,0.9303125,34.083134,909.2373,0.10386851
6836,725.339,538.9067,0.9449704,706.6155,519.52484,0.8644877,35.09252,908.5723,0.32243836
6837,726.22064,538.9884,0.9391829,707.8357,519.38293,0.9107125,35.743828,908.4709,0.2714799
6838,727.6031,539.6343,0.897191,709.3613,518.52826,0.9657472,36.257565,906.8545,0.36404106
6839,728.13086,539.81104,0.8319586,709.5461,518.45374,0.93108207,35.99304,907.3644,0.20695713
6840,728.42487,539.0849,0.7873475,710.82263,519.9259,0.8257722,180.73958,226.43228,0.040763725
6841,729.1658,538.67633,0.84647197,712.0414,519.3519,0.8786696,119.33538,1023.9005,0.13664646
6842,730.461,539.4261,0.83586156,712.7258,519.20966,0.82711786,120.24462,1026.3596,0.06854981
6843,732.0442,538.8605,0.8019475,714.8551,518.6548,0.81135005,185.23367,225.93478,0.050713964
6844,733.25946,538.2714,0.8081099,716.5285,518.49884,0.7841842,187.47179,226.42099,0.058235202
6845,734.6858,537.8874,0.8323526,718.4628,519.0034,0.8258242,85.8275,976.3345,0.069296524
6846,736.9907,536.93506,0.91909677,720.4163,518.4492,0.91650873,1315.7354,806.5227,0.33769032
6847,736.9788,536.152,0.9489227,721.4653,517.72736,0.9661565,1315.546,805.4641,0.48468062
6848,737.6303,535.92474,0.9111384,721.84045,516.5935,0.9672367,1316.9642,803.9378,0.4247639
6849,739.9593,535.12177,0.8021886,723.4318,515.8397,0.9389548,1318.6063,803.6028,0.4012722
6850,740.54913,533.8843,0.80727,725.38556,515.5659,0.93609667,1321.6785,803.6229,0.5979502
6851,741.6784,533.1477,0.79790646,726.5757,515.33936,0.87587315,1322.3691,803.0319,0.6283376
6852,743.15204,533.5066,0.8277069,728.3018,514.6761,0.8470737,1323.7804,802.2015,0.7149662
6853,744.9737,532.85864,0.8565509,729.5888,514.9249,0.78064775,1325.272,801.94727,0.6998265
6854,747.04987,532.77423,0.8643223,730.639,514.8783,0.7152322,1327.527,801.7539,0.54720485
6855,749.78723,533.3803,0.8137683,734.83124,514.5349,0.7683748,1330.3385,801.757,0.61693114
6856,752.4397,533.64404,0.85303926,735.66345,513.10406,0.80084246,1332.4883,800.7029,0.5183072
6857,754.4761,532.59674,0.8568847,737.4611,512.45233,0.7881953,1333.7876,801.7978,0.38046584
6858,756.5549,531.07654,0.82734084,739.34033,512.75275,0.75689626,18.365839,396.22073,0.3458995
6859,758.4956,530.1404,0.8458955,740.96014,511.60703,0.7650432,19.937162,394.25375,0.46395367
6860,760.07837,530.03314,0.9494669,741.94836,510.34903,0.8823095,20.498371,394.52924,0.49086913
6861,763.36505,530.6322,1.0,743.675,508.76978,0.8301894,1355.778,803.9943,0.5572075
6862,764.9287,530.0846,0.9864248,745.01227,508.17307,0.7952601,1359.4932,803.50415,0.5530581
6863,766.8703,529.11426,0.93762356,749.7197,506.55862,0.7917925,1360.796,802.85944,0.64955485
6864,769.0463,528.6179,0.928636,752.5994,504.48117,0.8886418,1353.7051,799.1398,0.52243286
6865,771.9677,527.5051,0.9772022,753.5884,503.94934,0.94767874,1366.5009,803.5747,0.5493394
6866,773.5797,527.75964,0.95153385,755.9633,503.3978,1.0,1361.6243,799.27234,0.651765
6867,774.1837,526.2808,0.9874684,756.51984,502.9651,1.0,1364.1504,799.0498,0.657699
6868,775.4848,526.7201,0.9562927,757.88696,502.83356,1.0,1361.6509,795.498,0.59677917
6869,777.18695,525.3846,0.93992966,758.2845,504.34372,0.957792,1364.1515,795.3989,0.6283091
6870,779.6226,525.2632,0.95915246,760.417,503.99564,0.87195617,1366.1152,794.9006,0.61660683
6871,780.87,525.3305,0.9154908,761.0551,504.61032,0.84563774,1372.5555,798.01355,0.56148404
6872,781.539,524.35187,0.8567924,763.6008,504.4648,0.8402849,1384.5619,803.18317,0.5468631
6873,783.2253,525.43134,0.90428025,766.8702,503.57272,0.94220626,1380.5067,798.8584,0.60904145
6874,785.26447,525.63666,0.9221122,768.49896,503.71198,0.9528354,1371.3993,790.8238,0.5210286
6875,786.01196,524.73,0.9512778,769.79956,503.64056,1.0,59.66524,961.9225,0.54423064
6876,786.70465,524.64526,0.8365135,771.3649,503.07196,0.99742633,1381.9617,794.61176,0.52698046
6877,787.24725,524.34247,0.84820914,772.7658,502.92993,1.0,1386.6885,796.7688,0.5608332
6878,789.006,524.40924,0.8282692,773.3485,502.6077,0.9795153,1379.4619,789.50995,0.5230255
6879,790.0871,524.5365,0.8364939,774.09955,502.3734,0.9775844,1381.1014,789.07574,0.4159713
6880,790.2529,523.65704,0.7875195,774.8788,501.7987,0.95243317,1380.9841,787.5188,0.52903986
6881,791.5148,523.22723,0.8256869,776.33813,501.63235,0.9247468,1382.285,787.3395,0.59968615
6882,791.5742,522.2932,0.82825285,778.01337,501.8971,0.9162902,1384.284,787.73486,0.5516206
6883,792.6854,520.63196,0.8381368,779.38776,501.63144,0.8819812,1384.7605,786.5627,0.677778
6884,794.30664,520.6992,0.87825227,780.521,501.27487,0.87817794,1385.7842,786.2789,0.6992804
6885,794.8426,521.25226,0.87118113,782.9259,501.1059,0.9457266,1387.2322,785.95856,0.70553714
6886,795.6532,520.5377,0.8529979,784.1172,500.313,0.96542853,1388.0682,785.7909,0.67205375
6887,797.19073,520.2728,0.87274384,785.2202,499.73575,0.98998386,1389.191,785.46234,0.6544672
6888,799.34985,520.1178,0.82709414,785.37616,498.57065,0.98385,1389.0568,785.28735,0.59281695
6889,799.3796,519.6713,0.84411156,784.68536,498.27277,0.9331415,1388.878,784.8394,0.58538896
